date,cv,professions,regions,industries,vacancy,invitation,response,added
20220222,data-20220222T234045-structure-20161130T143000.xml.gz,data-20220222T014209-structure-20161130T143000.xml.gz,data-20220222T014209-structure-20161130T143000.xml.gz,data-20220222T014209-structure-20161130T143000.xml.gz,data-20220222T174416-structure-20161130T143000.xml.gz,data-20220222T182844-structure-20161130T143000.xml.gz,data-20220222T182844-structure-20161130T143000.xml.gz,False
20220220,data-20220220T195254-structure-20161130T143000.xml.gz,data-20220220T013803-structure-20161130T143000.xml.gz,data-20220220T013803-structure-20161130T143000.xml.gz,data-20220220T013803-structure-20161130T143000.xml.gz,data-20220220T202240-structure-20161130T143000.xml.gz,data-20220220T164920-structure-20161130T143000.xml.gz,data-20220220T164920-structure-20161130T143000.xml.gz,False
20220218,data-20220218T023642-structure-20161130T143000.xml.gz,data-20220218T015011-structure-20161130T143000.xml.gz,data-20220218T015011-structure-20161130T143000.xml.gz,data-20220218T015011-structure-20161130T143000.xml.gz,,data-20220218T192621-structure-20161130T143000.xml.gz,data-20220218T192621-structure-20161130T143000.xml.gz,False
20220217,data-20220217T024422-structure-20161130T143000.xml.gz,data-20220217T014355-structure-20161130T143000.xml.gz,data-20220217T014355-structure-20161130T143000.xml.gz,data-20220217T014355-structure-20161130T143000.xml.gz,,data-20220217T194742-structure-20161130T143000.xml.gz,data-20220217T194742-structure-20161130T143000.xml.gz,False
20220216,data-20220216T014113-structure-20161130T143000.xml.gz,data-20220216T014249-structure-20161130T143000.xml.gz,data-20220216T014249-structure-20161130T143000.xml.gz,data-20220216T014249-structure-20161130T143000.xml.gz,,data-20220216T194411-structure-20161130T143000.xml.gz,data-20220216T194411-structure-20161130T143000.xml.gz,False
20220215,data-20220215T020539-structure-20161130T143000.xml.gz,data-20220215T013621-structure-20161130T143000.xml.gz,data-20220215T013621-structure-20161130T143000.xml.gz,data-20220215T013621-structure-20161130T143000.xml.gz,,data-20220215T191351-structure-20161130T143000.xml.gz,data-20220215T191351-structure-20161130T143000.xml.gz,False
20220213,data-20220213T205320-structure-20161130T143000.xml.gz,data-20220213T015310-structure-20161130T143000.xml.gz,data-20220213T015310-structure-20161130T143000.xml.gz,data-20220213T015310-structure-20161130T143000.xml.gz,,data-20220213T182337-structure-20161130T143000.xml.gz,data-20220213T182337-structure-20161130T143000.xml.gz,False
20220212,data-20220212T202907-structure-20161130T143000.xml.gz,,,,data-20220212T125814-structure-20161130T143000.xml.gz,data-20220212T180120-structure-20161130T143000.xml.gz,data-20220212T180120-structure-20161130T143000.xml.gz,False
20220210,data-20220210T220636-structure-20161130T143000.xml.gz,data-20220210T013654-structure-20161130T143000.xml.gz,data-20220210T013654-structure-20161130T143000.xml.gz,data-20220210T013654-structure-20161130T143000.xml.gz,data-20220210T173127-structure-20161130T143000.xml.gz,data-20220210T201829-structure-20161130T143000.xml.gz,data-20220210T201829-structure-20161130T143000.xml.gz,False
20220209,data-20220209T221008-structure-20161130T143000.xml.gz,data-20220209T013924-structure-20161130T143000.xml.gz,data-20220209T013924-structure-20161130T143000.xml.gz,data-20220209T013924-structure-20161130T143000.xml.gz,data-20220209T194839-structure-20161130T143000.xml.gz,data-20220209T203157-structure-20161130T143000.xml.gz,data-20220209T203157-structure-20161130T143000.xml.gz,False
20220207,data-20220207T235049-structure-20161130T143000.xml.gz,data-20220207T013827-structure-20161130T143000.xml.gz,data-20220207T013827-structure-20161130T143000.xml.gz,data-20220207T013827-structure-20161130T143000.xml.gz,data-20220207T230227-structure-20161130T143000.xml.gz,data-20220207T210734-structure-20161130T143000.xml.gz,data-20220207T210734-structure-20161130T143000.xml.gz,False
20220206,data-20220206T182328-structure-20161130T143000.xml.gz,data-20220206T013308-structure-20161130T143000.xml.gz,data-20220206T013308-structure-20161130T143000.xml.gz,data-20220206T013308-structure-20161130T143000.xml.gz,data-20220206T194759-structure-20161130T143000.xml.gz,data-20220206T165932-structure-20161130T143000.xml.gz,data-20220206T165932-structure-20161130T143000.xml.gz,False
20220205,data-20220205T021633-structure-20161130T143000.xml.gz,data-20220205T014106-structure-20161130T143000.xml.gz,data-20220205T014106-structure-20161130T143000.xml.gz,data-20220205T014106-structure-20161130T143000.xml.gz,data-20220205T012151-structure-20161130T143000.xml.gz,,,False
20220204,data-20220204T044647-structure-20161130T143000.xml.gz,data-20220204T015024-structure-20161130T143000.xml.gz,data-20220204T015024-structure-20161130T143000.xml.gz,data-20220204T015024-structure-20161130T143000.xml.gz,data-20220204T155411-structure-20161130T143000.xml.gz,data-20220204T201143-structure-20161130T143000.xml.gz,data-20220204T201143-structure-20161130T143000.xml.gz,False
20220202,data-20220202T030502-structure-20161130T143000.xml.gz,data-20220202T014603-structure-20161130T143000.xml.gz,data-20220202T014603-structure-20161130T143000.xml.gz,data-20220202T014603-structure-20161130T143000.xml.gz,data-20220202T103657-structure-20161130T143000.xml.gz,data-20220202T220247-structure-20161130T143000.xml.gz,data-20220202T220247-structure-20161130T143000.xml.gz,False
20220125,data-20220125T000254-structure-20161130T143000.xml.gz,data-20220125T014744-structure-20161130T143000.xml.gz,data-20220125T014744-structure-20161130T143000.xml.gz,data-20220125T014744-structure-20161130T143000.xml.gz,data-20220125T073715-structure-20161130T143000.xml.gz,data-20220125T203926-structure-20161130T143000.xml.gz,data-20220125T203926-structure-20161130T143000.xml.gz,False
20220123,data-20220123T192403-structure-20161130T143000.xml.gz,,,,data-20220123T142640-structure-20161130T143000.xml.gz,data-20220123T165200-structure-20161130T143000.xml.gz,data-20220123T165200-structure-20161130T143000.xml.gz,False
20220122,data-20220122T022213-structure-20161130T143000.xml.gz,data-20220122T013509-structure-20161130T143000.xml.gz,data-20220122T013509-structure-20161130T143000.xml.gz,data-20220122T013509-structure-20161130T143000.xml.gz,data-20220122T225820-structure-20161130T143000.xml.gz,,,False
20220120,data-20220120T002513-structure-20161130T143000.xml.gz,data-20220120T012859-structure-20161130T143000.xml.gz,data-20220120T012859-structure-20161130T143000.xml.gz,data-20220120T012859-structure-20161130T143000.xml.gz,data-20220120T231348-structure-20161130T143000.xml.gz,,,False
20220119,data-20220119T004648-structure-20161130T143000.xml.gz,data-20220119T012730-structure-20161130T143000.xml.gz,data-20220119T012730-structure-20161130T143000.xml.gz,data-20220119T012730-structure-20161130T143000.xml.gz,data-20220119T205216-structure-20161130T143000.xml.gz,data-20220119T200728-structure-20161130T143000.xml.gz,data-20220119T200728-structure-20161130T143000.xml.gz,False
20220116,data-20220116T191349-structure-20161130T143000.xml.gz,data-20220116T013458-structure-20161130T143000.xml.gz,data-20220116T013458-structure-20161130T143000.xml.gz,data-20220116T013458-structure-20161130T143000.xml.gz,data-20220116T183203-structure-20161130T143000.xml.gz,data-20220116T163818-structure-20161130T143000.xml.gz,data-20220116T163818-structure-20161130T143000.xml.gz,False
20220115,data-20220115T191959-structure-20161130T143000.xml.gz,data-20220115T013557-structure-20161130T143000.xml.gz,data-20220115T013557-structure-20161130T143000.xml.gz,data-20220115T013557-structure-20161130T143000.xml.gz,data-20220115T192815-structure-20161130T143000.xml.gz,data-20220115T162831-structure-20161130T143000.xml.gz,data-20220115T162831-structure-20161130T143000.xml.gz,False
20220114,data-20220114T012210-structure-20161130T143000.xml.gz,data-20220114T014045-structure-20161130T143000.xml.gz,data-20220114T014045-structure-20161130T143000.xml.gz,data-20220114T014045-structure-20161130T143000.xml.gz,data-20220114T201947-structure-20161130T143000.xml.gz,data-20220114T200606-structure-20161130T143000.xml.gz,data-20220114T200606-structure-20161130T143000.xml.gz,False
20220113,data-20220113T013859-structure-20161130T143000.xml.gz,data-20220113T013749-structure-20161130T143000.xml.gz,data-20220113T013749-structure-20161130T143000.xml.gz,data-20220113T013749-structure-20161130T143000.xml.gz,data-20220113T230516-structure-20161130T143000.xml.gz,data-20220113T203806-structure-20161130T143000.xml.gz,data-20220113T203806-structure-20161130T143000.xml.gz,False
20220112,data-20220112T005314-structure-20161130T143000.xml.gz,data-20220112T014003-structure-20161130T143000.xml.gz,data-20220112T014003-structure-20161130T143000.xml.gz,data-20220112T014003-structure-20161130T143000.xml.gz,data-20220112T202018-structure-20161130T143000.xml.gz,data-20220112T204740-structure-20161130T143000.xml.gz,data-20220112T204740-structure-20161130T143000.xml.gz,False
20220111,data-20220111T012010-structure-20161130T143000.xml.gz,data-20220111T013359-structure-20161130T143000.xml.gz,data-20220111T013359-structure-20161130T143000.xml.gz,data-20220111T013359-structure-20161130T143000.xml.gz,data-20220111T164715-structure-20161130T143000.xml.gz,data-20220111T202005-structure-20161130T143000.xml.gz,data-20220111T202005-structure-20161130T143000.xml.gz,False
20220109,data-20220109T201025-structure-20161130T143000.xml.gz,data-20220109T014059-structure-20161130T143000.xml.gz,data-20220109T014059-structure-20161130T143000.xml.gz,data-20220109T014059-structure-20161130T143000.xml.gz,data-20220109T194420-structure-20161130T143000.xml.gz,data-20220109T165938-structure-20161130T143000.xml.gz,data-20220109T165938-structure-20161130T143000.xml.gz,False
20220108,data-20220108T194529-structure-20161130T143000.xml.gz,data-20220108T014034-structure-20161130T143000.xml.gz,data-20220108T014034-structure-20161130T143000.xml.gz,data-20220108T014034-structure-20161130T143000.xml.gz,data-20220108T210645-structure-20161130T143000.xml.gz,data-20220108T164135-structure-20161130T143000.xml.gz,data-20220108T164135-structure-20161130T143000.xml.gz,False
20220107,data-20220107T193334-structure-20161130T143000.xml.gz,data-20220107T014925-structure-20161130T143000.xml.gz,data-20220107T014925-structure-20161130T143000.xml.gz,data-20220107T014925-structure-20161130T143000.xml.gz,data-20220107T223504-structure-20161130T143000.xml.gz,data-20220107T163319-structure-20161130T143000.xml.gz,data-20220107T163319-structure-20161130T143000.xml.gz,False
20220106,data-20220106T210551-structure-20161130T143000.xml.gz,data-20220106T014419-structure-20161130T143000.xml.gz,data-20220106T014419-structure-20161130T143000.xml.gz,data-20220106T014419-structure-20161130T143000.xml.gz,data-20220106T235848-structure-20161130T143000.xml.gz,data-20220106T165957-structure-20161130T143000.xml.gz,data-20220106T165957-structure-20161130T143000.xml.gz,False
20220105,data-20220105T200400-structure-20161130T143000.xml.gz,data-20220105T013830-structure-20161130T143000.xml.gz,data-20220105T013830-structure-20161130T143000.xml.gz,data-20220105T013830-structure-20161130T143000.xml.gz,data-20220105T233640-structure-20161130T143000.xml.gz,data-20220105T165205-structure-20161130T143000.xml.gz,data-20220105T165205-structure-20161130T143000.xml.gz,False
20220104,data-20220104T191306-structure-20161130T143000.xml.gz,data-20220104T013802-structure-20161130T143000.xml.gz,data-20220104T013802-structure-20161130T143000.xml.gz,data-20220104T013802-structure-20161130T143000.xml.gz,data-20220104T174529-structure-20161130T143000.xml.gz,data-20220104T163557-structure-20161130T143000.xml.gz,data-20220104T163557-structure-20161130T143000.xml.gz,False
20220103,data-20220103T194123-structure-20161130T143000.xml.gz,data-20220103T014215-structure-20161130T143000.xml.gz,data-20220103T014215-structure-20161130T143000.xml.gz,data-20220103T014215-structure-20161130T143000.xml.gz,data-20220103T195514-structure-20161130T143000.xml.gz,data-20220103T163155-structure-20161130T143000.xml.gz,data-20220103T163155-structure-20161130T143000.xml.gz,False
20220102,data-20220102T194942-structure-20161130T143000.xml.gz,data-20220102T013728-structure-20161130T143000.xml.gz,data-20220102T013728-structure-20161130T143000.xml.gz,data-20220102T013728-structure-20161130T143000.xml.gz,data-20220102T220522-structure-20161130T143000.xml.gz,data-20220102T164603-structure-20161130T143000.xml.gz,data-20220102T164603-structure-20161130T143000.xml.gz,False
20220101,data-20220101T194651-structure-20161130T143000.xml.gz,data-20220101T013347-structure-20161130T143000.xml.gz,data-20220101T013347-structure-20161130T143000.xml.gz,data-20220101T013347-structure-20161130T143000.xml.gz,data-20220101T171035-structure-20161130T143000.xml.gz,data-20220101T162241-structure-20161130T143000.xml.gz,data-20220101T162241-structure-20161130T143000.xml.gz,False
20211231,data-20211231T193650-structure-20161130T143000.xml.gz,data-20211231T013937-structure-20161130T143000.xml.gz,data-20211231T013937-structure-20161130T143000.xml.gz,data-20211231T013937-structure-20161130T143000.xml.gz,data-20211231T185717-structure-20161130T143000.xml.gz,data-20211231T162349-structure-20161130T143000.xml.gz,data-20211231T162349-structure-20161130T143000.xml.gz,False
20211230,data-20211230T195214-structure-20161130T143000.xml.gz,data-20211230T013333-structure-20161130T143000.xml.gz,data-20211230T013333-structure-20161130T143000.xml.gz,data-20211230T013333-structure-20161130T143000.xml.gz,data-20211230T211627-structure-20161130T143000.xml.gz,data-20211230T170631-structure-20161130T143000.xml.gz,data-20211230T170631-structure-20161130T143000.xml.gz,False
20211229,data-20211229T200720-structure-20161130T143000.xml.gz,data-20211229T013256-structure-20161130T143000.xml.gz,data-20211229T013256-structure-20161130T143000.xml.gz,data-20211229T013256-structure-20161130T143000.xml.gz,data-20211229T235651-structure-20161130T143000.xml.gz,data-20211229T174314-structure-20161130T143000.xml.gz,data-20211229T174314-structure-20161130T143000.xml.gz,False
20211227,data-20211227T191654-structure-20161130T143000.xml.gz,data-20211227T012628-structure-20161130T143000.xml.gz,data-20211227T012628-structure-20161130T143000.xml.gz,data-20211227T012628-structure-20161130T143000.xml.gz,data-20211227T234228-structure-20161130T143000.xml.gz,data-20211227T174034-structure-20161130T143000.xml.gz,data-20211227T174034-structure-20161130T143000.xml.gz,False
20211226,data-20211226T164626-structure-20161130T143000.xml.gz,data-20211226T013339-structure-20161130T143000.xml.gz,data-20211226T013339-structure-20161130T143000.xml.gz,data-20211226T013339-structure-20161130T143000.xml.gz,data-20211226T214008-structure-20161130T143000.xml.gz,data-20211226T160329-structure-20161130T143000.xml.gz,data-20211226T160329-structure-20161130T143000.xml.gz,False
20211225,data-20211225T182814-structure-20161130T143000.xml.gz,data-20211225T013010-structure-20161130T143000.xml.gz,data-20211225T013010-structure-20161130T143000.xml.gz,data-20211225T013010-structure-20161130T143000.xml.gz,data-20211225T213534-structure-20161130T143000.xml.gz,data-20211225T160730-structure-20161130T143000.xml.gz,data-20211225T160730-structure-20161130T143000.xml.gz,False
